TransactionId,FraudResult
TransactionId_133553,0
TransactionId_129483,0
TransactionId_36996,0
TransactionId_61931,0
TransactionId_136033,0
TransactionId_18696,0
TransactionId_99801,0
TransactionId_63106,0
TransactionId_16294,0
TransactionId_133082,0
TransactionId_77088,0
TransactionId_118883,0
TransactionId_49043,0
TransactionId_58752,0
TransactionId_100112,0
TransactionId_56466,0
TransactionId_90094,0
TransactionId_5292,0
TransactionId_10082,0
TransactionId_11724,0
TransactionId_19567,0
TransactionId_17375,0
TransactionId_40338,0
TransactionId_102003,0
TransactionId_94411,0
TransactionId_66367,0
TransactionId_133361,0
TransactionId_14176,0
TransactionId_55663,0
TransactionId_56544,0
TransactionId_2968,0
TransactionId_94759,0
TransactionId_28442,0
TransactionId_47529,0
TransactionId_56768,0
TransactionId_56397,0
TransactionId_67898,0
TransactionId_136824,0
TransactionId_62944,0
TransactionId_763,0
TransactionId_50318,0
TransactionId_111258,0
TransactionId_94490,0
TransactionId_1280,0
TransactionId_132157,0
TransactionId_83559,0
TransactionId_90728,0
TransactionId_24053,0
TransactionId_99991,0
TransactionId_37552,0
TransactionId_74841,0
TransactionId_43506,0
TransactionId_20289,0
TransactionId_78445,0
TransactionId_53038,0
TransactionId_29481,0
TransactionId_50703,0
TransactionId_103045,0
TransactionId_131235,0
TransactionId_129328,0
TransactionId_127744,0
TransactionId_55703,0
TransactionId_87577,0
TransactionId_4347,0
TransactionId_139542,0
TransactionId_125285,0
TransactionId_45750,0
TransactionId_84277,0
TransactionId_61350,0
TransactionId_9678,0
TransactionId_58648,0
TransactionId_111038,0
TransactionId_2056,0
TransactionId_34580,0
TransactionId_123453,0
TransactionId_50120,0
TransactionId_13179,0
TransactionId_120509,0
TransactionId_135189,0
TransactionId_74015,0
TransactionId_54434,0
TransactionId_82065,0
TransactionId_98858,0
TransactionId_5504,0
TransactionId_14039,0
TransactionId_28702,0
TransactionId_76287,0
TransactionId_122198,0
TransactionId_21585,0
TransactionId_28873,0
TransactionId_15368,0
TransactionId_2078,0
TransactionId_106090,0
TransactionId_129952,0
TransactionId_97821,0
TransactionId_32160,0
TransactionId_132919,0
TransactionId_96942,0
TransactionId_135398,0
TransactionId_81193,0
TransactionId_79668,0
TransactionId_126133,0
TransactionId_139972,0
TransactionId_15576,0
TransactionId_80838,0
TransactionId_106733,0
TransactionId_45646,0
TransactionId_116045,0
TransactionId_40151,0
TransactionId_107759,0
TransactionId_114530,0
TransactionId_126442,0
TransactionId_101631,0
TransactionId_140553,0
TransactionId_140091,0
TransactionId_10150,0
TransactionId_88727,0
TransactionId_48736,0
TransactionId_58679,0
TransactionId_73112,0
TransactionId_82172,0
TransactionId_130613,0
TransactionId_30944,0
TransactionId_51461,0
TransactionId_99180,0
TransactionId_20119,0
TransactionId_135901,0
TransactionId_8494,0
TransactionId_107578,0
TransactionId_57378,0
TransactionId_31957,0
TransactionId_10997,0
TransactionId_31329,0
TransactionId_104783,0
TransactionId_70317,0
TransactionId_92094,0
TransactionId_65312,0
TransactionId_124092,0
TransactionId_29668,0
TransactionId_108375,0
TransactionId_124853,0
TransactionId_63142,0
TransactionId_2524,0
TransactionId_67423,0
TransactionId_123943,0
TransactionId_34864,0
TransactionId_35354,0
TransactionId_25701,0
TransactionId_6841,0
TransactionId_34856,0
TransactionId_23200,0
TransactionId_138067,0
TransactionId_15848,0
TransactionId_90901,0
TransactionId_29475,0
TransactionId_46526,0
TransactionId_33618,0
TransactionId_140268,0
TransactionId_91837,0
TransactionId_57877,0
TransactionId_57793,0
TransactionId_107214,0
TransactionId_104362,0
TransactionId_32864,0
TransactionId_81837,0
TransactionId_44153,0
TransactionId_94558,0
TransactionId_36961,0
TransactionId_126779,0
TransactionId_50874,0
TransactionId_7727,0
TransactionId_92909,0
TransactionId_83295,0
TransactionId_107119,0
TransactionId_79960,0
TransactionId_51517,0
TransactionId_126221,0
TransactionId_90466,0
TransactionId_120808,0
TransactionId_32825,0
TransactionId_61582,0
TransactionId_105615,0
TransactionId_80028,0
TransactionId_14888,0
TransactionId_139316,0
TransactionId_72205,0
TransactionId_37966,0
TransactionId_120068,0
TransactionId_34716,0
TransactionId_88932,0
TransactionId_20451,0
TransactionId_7338,0
TransactionId_28786,0
TransactionId_29230,0
TransactionId_110350,0
TransactionId_137845,0
TransactionId_89301,0
TransactionId_14735,0
TransactionId_16466,0
TransactionId_18660,0
TransactionId_20595,0
TransactionId_107369,0
TransactionId_56806,0
TransactionId_53731,0
TransactionId_1342,0
TransactionId_81102,0
TransactionId_62215,0
TransactionId_89973,0
TransactionId_28450,0
TransactionId_120263,0
TransactionId_51999,0
TransactionId_3173,0
TransactionId_136710,0
TransactionId_38294,0
TransactionId_33623,0
TransactionId_60749,0
TransactionId_109971,0
TransactionId_9980,0
TransactionId_102808,0
TransactionId_134452,0
TransactionId_18091,0
TransactionId_61822,0
TransactionId_138393,0
TransactionId_39945,0
TransactionId_83141,0
TransactionId_122554,0
TransactionId_119910,0
TransactionId_123724,0
TransactionId_16439,0
TransactionId_78301,0
TransactionId_73165,0
TransactionId_139280,0
TransactionId_57696,0
TransactionId_100100,0
TransactionId_31325,0
TransactionId_96919,0
TransactionId_61766,0
TransactionId_5125,0
TransactionId_31121,0
TransactionId_20160,0
TransactionId_111430,0
TransactionId_21186,0
TransactionId_79294,0
TransactionId_38537,0
TransactionId_124331,0
TransactionId_17535,0
TransactionId_80565,0
TransactionId_58763,0
TransactionId_25598,0
TransactionId_77345,0
TransactionId_73036,0
TransactionId_88027,0
TransactionId_22073,0
TransactionId_102099,0
TransactionId_132588,0
TransactionId_77686,0
TransactionId_87165,0
TransactionId_59511,0
TransactionId_64676,0
TransactionId_60714,0
TransactionId_4824,0
TransactionId_33340,0
TransactionId_38426,0
TransactionId_61389,0
TransactionId_119411,0
TransactionId_128789,0
TransactionId_136804,0
TransactionId_33233,0
TransactionId_68610,0
TransactionId_64638,0
TransactionId_18292,0
TransactionId_47893,0
TransactionId_86504,0
TransactionId_63650,0
TransactionId_20201,0
TransactionId_111805,0
TransactionId_98724,0
TransactionId_24971,0
TransactionId_64829,0
TransactionId_122887,0
TransactionId_113402,0
TransactionId_32044,0
TransactionId_81631,0
TransactionId_61374,0
TransactionId_103498,0
TransactionId_14746,0
TransactionId_88868,0
TransactionId_11635,0
TransactionId_102692,0
TransactionId_125136,0
TransactionId_51963,0
TransactionId_75746,0
TransactionId_106688,0
TransactionId_93240,0
TransactionId_74628,0
TransactionId_84227,0
TransactionId_16782,0
TransactionId_71395,0
TransactionId_91471,0
TransactionId_7096,0
TransactionId_78058,0
TransactionId_53676,0
TransactionId_47546,0
TransactionId_62303,0
TransactionId_42700,0
TransactionId_130861,0
TransactionId_81057,0
TransactionId_12683,0
TransactionId_30332,0
TransactionId_111163,0
TransactionId_9990,0
TransactionId_107295,0
TransactionId_119401,0
TransactionId_17845,0
TransactionId_122692,0
TransactionId_140050,0
TransactionId_103028,0
TransactionId_82150,0
TransactionId_91433,0
TransactionId_48966,0
TransactionId_94419,0
TransactionId_30779,0
TransactionId_126471,0
TransactionId_115594,0
TransactionId_75483,0
TransactionId_23979,0
TransactionId_125444,0
TransactionId_5755,0
TransactionId_4657,0
TransactionId_66998,0
TransactionId_139339,0
TransactionId_57936,0
TransactionId_119521,0
TransactionId_102192,0
TransactionId_119696,0
TransactionId_49683,0
TransactionId_51580,0
TransactionId_85240,0
TransactionId_121195,0
TransactionId_139852,0
TransactionId_35452,0
TransactionId_46057,0
TransactionId_38828,0
TransactionId_107104,0
TransactionId_131305,0
TransactionId_96490,0
TransactionId_9847,0
TransactionId_7927,0
TransactionId_12688,0
TransactionId_62905,0
TransactionId_135070,0
TransactionId_57010,0
TransactionId_84239,0
TransactionId_64782,0
TransactionId_88635,0
TransactionId_109892,0
TransactionId_99783,0
TransactionId_80639,0
TransactionId_34765,0
TransactionId_129169,0
TransactionId_64866,0
TransactionId_51237,0
TransactionId_71629,0
TransactionId_43389,0
TransactionId_51324,0
TransactionId_14646,0
TransactionId_110994,0
TransactionId_139312,0
TransactionId_20542,0
TransactionId_133876,0
TransactionId_108247,0
TransactionId_122385,0
TransactionId_34206,0
TransactionId_91063,0
TransactionId_1209,0
TransactionId_87909,0
TransactionId_117447,0
TransactionId_94233,0
TransactionId_70254,0
TransactionId_27777,0
TransactionId_27379,0
TransactionId_71094,0
TransactionId_38863,0
TransactionId_106162,0
TransactionId_27254,0
TransactionId_63185,0
TransactionId_60279,0
TransactionId_116262,0
TransactionId_140160,0
TransactionId_15749,0
TransactionId_17126,0
TransactionId_81441,0
TransactionId_99787,0
TransactionId_60393,0
TransactionId_83740,0
TransactionId_41325,0
TransactionId_72162,0
TransactionId_109230,0
TransactionId_139580,0
TransactionId_53617,0
TransactionId_134471,0
TransactionId_56642,0
TransactionId_84901,0
TransactionId_37105,0
TransactionId_105674,0
TransactionId_110897,0
TransactionId_63796,0
TransactionId_87312,0
TransactionId_111848,0
TransactionId_118950,0
TransactionId_40985,0
TransactionId_49598,0
TransactionId_1753,0
TransactionId_2306,0
TransactionId_115313,0
TransactionId_101988,0
TransactionId_111830,0
TransactionId_113046,0
TransactionId_29789,0
TransactionId_31421,0
TransactionId_48492,0
TransactionId_43316,0
TransactionId_6040,0
TransactionId_107660,0
TransactionId_16775,0
TransactionId_78715,0
TransactionId_96424,0
TransactionId_111209,0
TransactionId_64589,0
TransactionId_132391,0
TransactionId_78014,0
TransactionId_8009,0
TransactionId_138663,0
TransactionId_64758,0
TransactionId_103455,0
TransactionId_53381,0
TransactionId_26272,0
TransactionId_100805,0
TransactionId_102480,0
TransactionId_4766,0
TransactionId_73515,0
TransactionId_96118,0
TransactionId_47466,0
TransactionId_19761,0
TransactionId_139188,0
TransactionId_60086,0
TransactionId_93918,0
TransactionId_82606,0
TransactionId_25446,0
TransactionId_115730,0
TransactionId_124815,0
TransactionId_10692,0
TransactionId_67925,0
TransactionId_91908,0
TransactionId_102630,0
TransactionId_62000,0
TransactionId_49113,0
TransactionId_127316,0
TransactionId_104131,0
TransactionId_47504,0
TransactionId_119543,0
TransactionId_76217,0
TransactionId_26065,0
TransactionId_60461,0
TransactionId_72788,0
TransactionId_20186,0
TransactionId_138550,0
TransactionId_63059,0
TransactionId_138264,0
TransactionId_102413,0
TransactionId_43770,0
TransactionId_64006,0
TransactionId_100648,0
TransactionId_52900,0
TransactionId_28387,0
TransactionId_7769,0
TransactionId_21731,0
TransactionId_9186,0
TransactionId_96724,0
TransactionId_139012,0
TransactionId_24548,0
TransactionId_52033,0
TransactionId_72498,0
TransactionId_66456,0
TransactionId_89794,0
TransactionId_86526,0
TransactionId_100336,0
TransactionId_43094,0
TransactionId_112294,0
TransactionId_14310,0
TransactionId_119977,0
TransactionId_107317,0
TransactionId_58761,0
TransactionId_25918,0
TransactionId_38319,0
TransactionId_26827,0
TransactionId_30264,0
TransactionId_60423,0
TransactionId_126768,0
TransactionId_55257,0
TransactionId_104502,0
TransactionId_38354,0
TransactionId_11572,0
TransactionId_136946,0
TransactionId_73544,0
TransactionId_69124,0
TransactionId_52537,0
TransactionId_75768,0
TransactionId_45733,0
TransactionId_122212,0
TransactionId_78904,0
TransactionId_12978,0
TransactionId_27779,0
TransactionId_13341,0
TransactionId_34391,0
TransactionId_65533,0
TransactionId_139888,0
TransactionId_82533,0
TransactionId_78990,0
TransactionId_102510,0
TransactionId_80125,0
TransactionId_122460,0
TransactionId_69373,0
TransactionId_91280,0
TransactionId_35201,0
TransactionId_131475,0
TransactionId_5437,0
TransactionId_124094,0
TransactionId_140049,0
TransactionId_36663,0
TransactionId_30119,0
TransactionId_92172,0
TransactionId_85954,0
TransactionId_35653,0
TransactionId_9342,0
TransactionId_758,0
TransactionId_60137,0
TransactionId_35847,0
TransactionId_129058,0
TransactionId_13682,0
TransactionId_118031,0
TransactionId_132185,0
TransactionId_110473,0
TransactionId_110914,0
TransactionId_127713,0
TransactionId_86356,0
TransactionId_70723,0
TransactionId_55723,0
TransactionId_30776,0
TransactionId_6951,0
TransactionId_17565,0
TransactionId_3202,0
TransactionId_93844,0
TransactionId_54554,0
TransactionId_134705,0
TransactionId_95442,0
TransactionId_772,0
TransactionId_23238,0
TransactionId_93105,0
TransactionId_37267,0
TransactionId_130206,0
TransactionId_138723,0
TransactionId_57584,0
TransactionId_52376,0
TransactionId_131074,0
TransactionId_78795,0
TransactionId_101206,0
TransactionId_9053,0
TransactionId_96790,0
TransactionId_61529,0
TransactionId_71293,0
TransactionId_135523,0
TransactionId_46544,0
TransactionId_9109,0
TransactionId_98288,0
TransactionId_10213,0
TransactionId_53359,0
TransactionId_128703,0
TransactionId_71077,0
TransactionId_9592,0
TransactionId_139803,0
TransactionId_128287,0
TransactionId_75144,0
TransactionId_43324,0
TransactionId_116966,0
TransactionId_130654,0
TransactionId_27624,0
TransactionId_126,0
TransactionId_77553,0
TransactionId_33654,0
TransactionId_120529,0
TransactionId_42373,0
TransactionId_49329,0
TransactionId_15047,0
TransactionId_138221,0
TransactionId_34414,0
TransactionId_128320,0
TransactionId_22346,0
TransactionId_2847,0
TransactionId_24852,0
TransactionId_119674,0
TransactionId_50546,0
TransactionId_73326,0
TransactionId_23356,0
TransactionId_103155,0
TransactionId_105836,0
TransactionId_66540,0
TransactionId_20904,0
TransactionId_88188,0
TransactionId_89144,0
TransactionId_59562,0
TransactionId_63784,0
TransactionId_41140,0
TransactionId_50978,0
TransactionId_126787,0
TransactionId_35505,0
TransactionId_107025,0
TransactionId_51349,0
TransactionId_49997,0
TransactionId_66547,0
TransactionId_48059,0
TransactionId_46864,0
TransactionId_59171,0
TransactionId_107193,0
TransactionId_65632,0
TransactionId_10688,0
TransactionId_42996,0
TransactionId_52024,0
TransactionId_133347,0
TransactionId_139733,0
TransactionId_85221,0
TransactionId_67354,0
TransactionId_19515,0
TransactionId_30733,0
TransactionId_130873,0
TransactionId_26161,0
TransactionId_60841,0
TransactionId_73134,0
TransactionId_72195,0
TransactionId_55081,0
TransactionId_97812,0
TransactionId_136316,0
TransactionId_27854,0
TransactionId_12602,0
TransactionId_102063,0
TransactionId_81517,0
TransactionId_75446,0
TransactionId_112789,0
TransactionId_84757,0
TransactionId_105212,0
TransactionId_2572,0
TransactionId_23495,0
TransactionId_96434,0
TransactionId_70550,0
TransactionId_91068,0
TransactionId_134457,0
TransactionId_131110,0
TransactionId_89300,0
TransactionId_22717,0
TransactionId_104907,0
TransactionId_121741,0
TransactionId_4633,0
TransactionId_29631,0
TransactionId_123299,0
TransactionId_57536,0
TransactionId_132881,0
TransactionId_36460,0
TransactionId_100195,0
TransactionId_79531,0
TransactionId_68503,0
TransactionId_121915,0
TransactionId_49791,0
TransactionId_101634,0
TransactionId_6250,0
TransactionId_34484,0
TransactionId_106967,0
TransactionId_64391,0
TransactionId_106971,0
TransactionId_93400,0
TransactionId_17921,0
TransactionId_28579,0
TransactionId_13937,0
TransactionId_136389,0
TransactionId_134006,0
TransactionId_24446,0
TransactionId_63299,0
TransactionId_9460,0
TransactionId_89750,0
TransactionId_1483,0
TransactionId_29095,0
TransactionId_118737,0
TransactionId_136702,0
TransactionId_91305,0
TransactionId_118394,0
TransactionId_52192,0
TransactionId_136018,0
TransactionId_119632,0
TransactionId_45756,0
TransactionId_109505,0
TransactionId_18758,0
TransactionId_98864,0
TransactionId_80417,0
TransactionId_59975,0
TransactionId_83793,0
TransactionId_37019,0
TransactionId_10490,0
TransactionId_31830,0
TransactionId_2819,0
TransactionId_4584,0
TransactionId_75223,0
TransactionId_13483,0
TransactionId_39382,0
TransactionId_25935,0
TransactionId_109818,0
TransactionId_116022,0
TransactionId_5708,0
TransactionId_82896,0
TransactionId_5174,0
TransactionId_90669,0
TransactionId_87882,0
TransactionId_39586,0
TransactionId_15187,0
TransactionId_106612,0
TransactionId_116117,0
TransactionId_90986,0
TransactionId_139368,0
TransactionId_114678,0
TransactionId_108142,0
TransactionId_93561,0
TransactionId_59882,0
TransactionId_10181,0
TransactionId_13231,0
TransactionId_39404,0
TransactionId_1510,0
TransactionId_131705,0
TransactionId_72289,0
TransactionId_129704,0
TransactionId_20025,0
TransactionId_72170,0
TransactionId_71647,0
TransactionId_124075,0
TransactionId_71205,0
TransactionId_111933,0
TransactionId_76388,0
TransactionId_66487,0
TransactionId_79657,0
TransactionId_26813,0
TransactionId_73642,0
TransactionId_56705,0
TransactionId_93360,0
TransactionId_40595,0
TransactionId_139422,0
TransactionId_23857,0
TransactionId_30342,0
TransactionId_95178,0
TransactionId_90321,0
TransactionId_881,0
TransactionId_56933,0
TransactionId_74776,0
TransactionId_21763,0
TransactionId_118462,0
TransactionId_45295,0
TransactionId_80106,0
TransactionId_3757,0
TransactionId_114711,0
TransactionId_118579,0
TransactionId_122545,0
TransactionId_54000,0
TransactionId_55039,0
TransactionId_5101,0
TransactionId_50765,0
TransactionId_92099,0
TransactionId_34514,0
TransactionId_75031,0
TransactionId_114406,0
TransactionId_100899,0
TransactionId_56438,0
TransactionId_112496,0
TransactionId_33612,0
TransactionId_59930,0
TransactionId_5617,0
TransactionId_40835,0
TransactionId_90027,0
TransactionId_118224,0
TransactionId_15864,0
TransactionId_90155,0
TransactionId_94568,0
TransactionId_100323,0
TransactionId_135101,0
TransactionId_31479,0
TransactionId_99349,0
TransactionId_16445,0
TransactionId_68963,0
TransactionId_78844,0
TransactionId_136562,0
TransactionId_47352,0
TransactionId_83555,0
TransactionId_95450,0
TransactionId_54115,0
TransactionId_88600,0
TransactionId_97633,0
TransactionId_108812,0
TransactionId_40351,0
TransactionId_11608,0
TransactionId_66619,0
TransactionId_21582,0
TransactionId_87271,0
TransactionId_25399,0
TransactionId_10895,0
TransactionId_113496,0
TransactionId_61722,0
TransactionId_108499,0
TransactionId_55750,0
TransactionId_35636,0
TransactionId_139050,0
TransactionId_72236,0
TransactionId_39264,0
TransactionId_58153,0
TransactionId_36387,0
TransactionId_81418,0
TransactionId_89600,0
TransactionId_60070,0
TransactionId_84670,0
TransactionId_116819,0
TransactionId_122129,0
TransactionId_122627,0
TransactionId_97354,0
TransactionId_67638,0
TransactionId_24664,0
TransactionId_63737,0
TransactionId_42473,0
TransactionId_81803,0
TransactionId_62738,0
TransactionId_52760,0
TransactionId_47011,0
TransactionId_125658,0
TransactionId_43448,0
TransactionId_64493,0
TransactionId_102924,0
TransactionId_133908,0
TransactionId_19340,0
TransactionId_88205,0
TransactionId_95569,0
TransactionId_117978,0
TransactionId_54366,0
TransactionId_82708,0
TransactionId_60017,0
TransactionId_7936,0
TransactionId_73838,0
TransactionId_7293,0
TransactionId_58363,0
TransactionId_81783,0
TransactionId_116967,0
TransactionId_129945,0
TransactionId_139511,0
TransactionId_9417,0
TransactionId_86517,0
TransactionId_88348,0
TransactionId_45300,0
TransactionId_137283,0
TransactionId_50574,0
TransactionId_79748,0
TransactionId_28825,0
TransactionId_106771,0
TransactionId_82166,0
TransactionId_36292,0
TransactionId_118110,0
TransactionId_73996,0
TransactionId_66271,0
TransactionId_138274,0
TransactionId_112535,0
TransactionId_10519,0
TransactionId_133766,0
TransactionId_119007,0
TransactionId_25527,0
TransactionId_101505,0
TransactionId_51432,0
TransactionId_1836,0
TransactionId_109262,0
TransactionId_69860,0
TransactionId_114935,0
TransactionId_62780,0
TransactionId_112757,0
TransactionId_34991,0
TransactionId_112910,0
TransactionId_36182,0
TransactionId_86843,0
TransactionId_10954,0
TransactionId_114795,0
TransactionId_111952,0
TransactionId_86459,0
TransactionId_31449,0
TransactionId_37048,0
TransactionId_132099,0
TransactionId_20193,0
TransactionId_77255,0
TransactionId_86191,0
TransactionId_140048,0
TransactionId_94055,0
TransactionId_114432,0
TransactionId_112238,0
TransactionId_104137,0
TransactionId_132678,0
TransactionId_60463,0
TransactionId_64956,0
TransactionId_109177,0
TransactionId_28856,0
TransactionId_67034,0
TransactionId_134478,0
TransactionId_62718,0
TransactionId_38332,0
TransactionId_135824,0
TransactionId_118387,0
TransactionId_108643,0
TransactionId_81008,0
TransactionId_25519,0
TransactionId_96926,0
TransactionId_55306,0
TransactionId_88937,0
TransactionId_106194,0
TransactionId_134071,0
TransactionId_125716,0
TransactionId_111549,0
TransactionId_9850,0
TransactionId_5976,0
TransactionId_9716,0
TransactionId_31030,0
TransactionId_138119,0
TransactionId_120600,0
TransactionId_57105,0
TransactionId_108965,0
TransactionId_77735,0
TransactionId_35436,0
TransactionId_137495,0
TransactionId_12354,0
TransactionId_64961,0
TransactionId_85490,0
TransactionId_23876,0
TransactionId_34244,0
TransactionId_123202,0
TransactionId_92497,0
TransactionId_67318,0
TransactionId_139671,0
TransactionId_8815,0
TransactionId_90523,0
TransactionId_29726,0
TransactionId_49089,0
TransactionId_45796,0
TransactionId_99036,0
TransactionId_93412,0
TransactionId_30488,0
TransactionId_119869,0
TransactionId_17410,0
TransactionId_117567,0
TransactionId_67131,0
TransactionId_26053,0
TransactionId_11709,0
TransactionId_12090,0
TransactionId_52834,0
TransactionId_62386,0
TransactionId_82231,0
TransactionId_111992,0
TransactionId_105315,0
TransactionId_68418,0
TransactionId_15563,0
TransactionId_366,0
TransactionId_21987,0
TransactionId_52435,0
TransactionId_84186,0
TransactionId_23469,0
TransactionId_88183,0
TransactionId_12368,0
TransactionId_84774,0
TransactionId_120424,0
TransactionId_37341,0
TransactionId_74569,0
TransactionId_29852,0
TransactionId_38673,0
TransactionId_66641,0
TransactionId_74456,0
TransactionId_43683,0
TransactionId_121707,0
TransactionId_15746,0
TransactionId_22646,0
TransactionId_32069,0
TransactionId_109299,0
TransactionId_140067,0
TransactionId_120347,0
TransactionId_7013,0
TransactionId_74951,0
TransactionId_118784,0
TransactionId_133978,0
TransactionId_17419,0
TransactionId_65047,0
TransactionId_53435,0
TransactionId_136048,0
TransactionId_81155,0
TransactionId_135156,0
TransactionId_57427,0
TransactionId_137322,0
TransactionId_29652,0
TransactionId_225,0
TransactionId_65905,0
TransactionId_20914,0
TransactionId_8761,0
TransactionId_106613,0
TransactionId_33010,0
TransactionId_3619,0
TransactionId_11237,0
TransactionId_19918,0
TransactionId_107466,0
TransactionId_57136,0
TransactionId_53906,0
TransactionId_27110,0
TransactionId_128964,0
TransactionId_42876,0
TransactionId_122467,0
TransactionId_78114,0
TransactionId_66355,0
TransactionId_96150,0
TransactionId_83914,0
TransactionId_84760,0
TransactionId_101046,0
TransactionId_39054,0
TransactionId_130763,0
TransactionId_49003,0
TransactionId_21145,0
TransactionId_48967,0
TransactionId_96329,0
TransactionId_43356,0
TransactionId_32719,0
TransactionId_88623,0
TransactionId_7014,0
TransactionId_66559,0
TransactionId_23951,0
TransactionId_115038,0
TransactionId_80204,0
TransactionId_127276,0
TransactionId_49000,0
TransactionId_130770,0
TransactionId_40761,0
TransactionId_58948,0
TransactionId_87481,0
TransactionId_30367,0
TransactionId_44718,0
TransactionId_37908,0
TransactionId_40152,0
TransactionId_96591,0
TransactionId_95751,0
TransactionId_19379,0
TransactionId_43110,0
TransactionId_115181,0
TransactionId_29317,0
TransactionId_100692,0
TransactionId_86297,0
TransactionId_43505,0
TransactionId_98070,0
TransactionId_133482,0
TransactionId_46069,0
TransactionId_50370,0
TransactionId_23588,0
TransactionId_31185,0
TransactionId_16124,0
TransactionId_113224,0
TransactionId_103487,0
TransactionId_65335,0
TransactionId_23090,0
TransactionId_26611,0
TransactionId_123337,0
TransactionId_93601,0
TransactionId_51036,0
TransactionId_108043,0
TransactionId_137518,0
TransactionId_94328,0
TransactionId_12705,0
TransactionId_116007,0
TransactionId_119637,0
TransactionId_20973,0
TransactionId_64213,0
TransactionId_119944,0
